"Nome","gênero","Ano","Posição"
"István T. Hernádvölgyi","M",2000,0
"Peter Stone","M",2000,0
"Simon Tong","M",2000,0
"Kevin Knight","M",2000,0
"Pedro M. Domingos","M",2000,0
"Lin Padgham","F",2000,0
"Ian Pratt-Hartmann","M",2000,0
"Roberto J. Bayardo Jr.","M",2000,0
"Kagan Tumer","M",2000,0
"Uwe Egly","M",2000,0
"Alberto Finzi","M",2000,0
"Paolo Liberatore","M",2000,0
"Kevin Knight","M",2000,0
"Marco Ramoni","M",2000,0
"István T. Hernádvölgyi","M",2000,0
"Elly Winner","F",2000,0
"Shawn Arseneau","M",2000,0
"Charles Lee Isbell Jr.","M",2000,0
"Eric Wilson","M",2000,0
"Lluís A. Belanche Muñoz","M",2000,0
"Gregory Aist","M",2000,0
"XuanLong Nguyen","M",2000,0
"Sailesh Ramakrishnan","M",2000,0
"David C. Parkes","M",2000,0
"Rainer Feldmann","M",2000,0
"Stergios I. Roumeliotis","M",2000,0
"Richard E. Korf","M",2000,0
"Tim Oates","M",2000,0
"Ying Wu","F",2000,0
"Moshe Tennenholtz","M",2000,0
"Kevin Leyton-Brown","M",2000,0
"Gita Sukthankar","F",2000,0
"Kazuhiro Nakadai","M",2000,0
"Kiri Wagstaff","F",2000,0
"Vinay K. Chaudhri","M",2000,0
"Jesus A. Gonzalez","M",2000,0
"Gabriel J. Ferrer","M",2000,0
"Jussi Rintanen","M",2000,0
"Runqi Zhang","F",2000,0
"Philipp Koehn","M",2000,0
"Luke Hunsberger","M",2000,0
"William E. Walsh","M",2000,0
"Tapio Elomaa","M",2000,0
"Tuomas Sandholm","M",2000,0
"Peter Gorniak","M",2000,0
"Makoto Yokoo","M",2000,0
"Karen T. Kohl","F",2000,0
"Daniel P. Stormont","M",2000,0
"Dung N. Lam","M",2000,0
"Eyal Amir","M",2000,0
"Bing Liu 0001","F",2000,0
"David C. Parkes","M",2000,0
"Justine Cassell","F",2000,0
"Craig A. Tovey","M",2000,0
"Un Yong Nahm","M",2000,0
"Michail G. Lagoudakis","M",2000,0
"Jonathan Schaeffer","M",2000,0
"Silvia Coradeschi","F",2000,0
"Sheila A. McIlraith","F",2000,0
"Joseph Beck","M",2000,0
"Hoong Chuin Lau","F",2000,0
"Patrick Riley","M",2000,0
"Maxim Peysakhov","M",2000,0
"Michael Bowman","M",2000,0
"Gregory Aist","M",2000,0
"Nanda Kambhatla","F",2000,0
"Alvaro del Val","M",2000,0
"Eitan Mendelowitz","M",2000,0
"James P. Delgrande","M",2000,0
"Ronald W. Ferguson","M",2000,0
"Tom Duckett","M",2000,0
"Kiri Wagstaff","F",2000,0
"Jody J. Daniels","F",2000,0
"Robert Sim","M",2000,0
"Mutsumi Nakamura","F",2000,0
"Maria Lapata","F",2000,0
"Christopher A. Welty","M",2000,0
"Peter B. Vanderheyden","M",2000,0
"Yaser Al-Onaizan","M",2000,0
"Bruce M. McLaren","M",2000,0
"Rada Mihalcea","F",2000,0
"Simon Colton","M",2000,0
"Iwan Ulrich","M",2000,0
"Ronald W. Ferguson","M",2000,0
"Tetsuo Ono","M",2000,0
"Monica N. Nicolescu","F",2000,0
"Wes Cowley","M",2000,0
"Dimitris Achlioptas","M",2000,0
"David Anderson","M",2000,0
"Kate Larson","F",2000,0
"Narendra Jussien","M",2000,0
"Haythem O. Ismail","M",2000,0
"Laura Barbulescu","F",2000,0
"Doina Caragea","F",2000,0
"Craig Boutilier","M",2000,0
"Christopher H. Brooks","M",2000,0
"Jun Hong","M",2000,0
"Kenneth A. Kaufman","M",2000,0
"Nathan R. Sturtevant","M",2000,0
"Robert Menke","M",2000,0
"Austin Tate","M",2000,0
"Roxana Girju","F",2000,0
"Peter Clark","M",2000,0
"Thomas Mostek","M",2000,0
"Luis E. Ortiz","M",2000,0
"Craig Boutilier","M",2000,0
"Deborah L. McGuinness","F",2000,0
"Dessa David","F",2000,0
"Weixiong Zhang","M",2000,0
"Michael H. Coen","M",2000,0
"Timothy W. Rauenbusch","M",2000,0
"Uri Lerner","M",2000,0
"Andrew Kehler","M",2000,0
"Andrew Lim","M",2000,0
"James Kurien","M",2000,0
"James A. Bednar","M",2000,0
"William A. Woods","M",2000,0
"Iván Ordóñez","M",2000,0
"Euna Jeong","F",2000,0
"Urszula Chajewska","F",2000,0
"Alvaro del Val","M",2000,0
"Holger H. Hoos","M",2000,0
"Matthew Winston Mitchell","M",2000,0
"Amedeo Cesta","M",2000,0
"Raymond S. T. Lee","M",2000,0
"Richard E. Korf","M",2000,0
"Janyce Wiebe","F",2000,0
"Dayne Freitag","M",2000,0
"Andy Hon Wai Chun","M",2000,0
"Ian Watson","M",2000,0
"Ramón Béjar","M",2000,0
"Ion Muslea","M",2000,0
"Frances L. Johnson","F",2000,0
"Belinda Thom","F",2000,0
"Bradley C. Love","M",2000,0
"Stefan Edelkamp","M",2000,0
"Chinatsu Aone","F",2000,0
"Robert L. Akers","M",2000,0
"Andreas Herzig","M",2000,0
"Daniel Nikovski","M",2000,0
"Paul H. Morris","M",2000,0
"Joseph L. Hellerstein","M",2000,0
"Jeff Heflin","M",2000,0
"Kazuhiro Otsuka","M",2000,0
"Jeff Heflin","M",2000,0
"Robin R. Penner","F",2000,0
"Istvan Jonyer","M",2000,0
"Paolo Ferraris","M",2000,0
"Jeffrey Mark Siskind","M",2000,0
"Ion Muslea","M",2000,0
"Gheorghe Tecuci","M",2000,0
"Aomar Osmani","M",2000,0
"Sebastian Thrun","M",2000,0
"Barbara M. Smith","F",2000,0
"Philippe Besnard","M",2000,0
"Nikunj C. Oza","M",2000,0
"Brandon Bennett","M",2000,0
"Michael Mateas","M",2000,0
"Dayne Freitag","M",2000,0
"Ian Horrocks","M",2000,0
"Avi Pfeffer","M",2000,0
"Takayuki Yoshizumi","M",2000,0
"Reid G. Simmons","M",2000,0
"Mathias Broxvall","M",2000,0
"Maksim Tsvetovat","M",2000,0
"Maja Pantic","F",2000,0
"Chu Min Li","M",2000,0
"Rachel Ben-Eliyahu-Zohary","F",2000,0
"Greg Barish","M",2000,0
"Alvaro del Val","M",2000,0
"Dale Schuurmans","M",2000,0
"Geoffrey E. Hinton","M",2000,0
"Brian P. Gerkey","M",2000,0
"Diane J. Litman","F",2000,0
"Grigoris Antoniou","M",2000,0
"Karin Kipper","F",2000,0
"Sanjeev Kumar","M",2000,0
"Carla P. Gomes","F",2000,0
"Dan Roth","M",2000,0
"Steffen Staab","M",2000,0
"Srinivas Gutta","M",2000,0
"Ann M. Bell","F",2000,0
"Massimo Paolucci","M",2000,0
"Benjamin Korvemaker","M",2000,0
"Robert St. Amant","M",2000,0
"Jeff Hyams","M",2000,0
"Ian Frank","M",2000,0
"Yacine Boufkhad","M",2000,0
"Hung Hai Bui","M",2000,0
"Amy C. Larson","F",2000,0
"Natalya Fridman Noy","F",2000,0
"Henrik Grosskreutz","M",2000,0
"Paul Cotter","M",2000,0
"Alfonso Gerevini","M",2000,0
"Pei Wang","F",2000,0
"Biplav Srivastava","M",2000,0
"Raul Trejo","M",2000,0
"Diego Calvanese","M",2000,0
"Sakib A. Mondal","M",2000,0
"Satinder P. Singh","F",2000,0
"Kreshna Gopal","M",2000,0
"Eyke Hüllermeier","F",2000,0
"Ulrich Junker","M",2000,0
"David Furcy","M",2000,0
"Gary M. Weiss","M",2000,0
"Jiefu Shi","M",2000,0
"Vadim V. Anshelevich","M",2000,0
"Deborah East","F",2000,0
"Zhe Wu","M",2000,0
"Regina Barzilay","F",2000,0
"David M. Pennock","M",2000,0
"John E. Laird","M",2000,0
"Daniel T. Heinze","M",2000,0
"Youngjun Kim","M",2000,0
"Michael Thielscher","M",2000,0
"Raffaella Colaci","F",2000,0
"Gregory Z. Grudic","M",2000,0
"Kristina Lerman","F",2000,0
"Greg Barish","M",2000,0
"Ken Satoh","M",2000,0
"Richard Goodwin","M",2002,0
"Songsak Channarukul","M",2002,0
"Richard A. Frost","M",2002,0
"Jayant Madhavan","M",2002,0
"Penina Hoz-Weiss","F",2002,0
"Mihai Boicu","M",2002,0
"Alex S. Fukunaga","M",2002,0
"Paolo Liberatore","M",2002,0
"Samuel Moyle","M",2002,0
"Andrew J. Martignoni III","M",2002,0
"Alex S. Fukunaga","M",2002,0
"Vincent Conitzer","M",2002,0
"Adnan Darwiche","M",2002,0
"Enrico Giunchiglia","M",2002,0
"Haipeng Guo","M",2002,0
"Hans Chalupsky","M",2002,0
"Karèn Pivazyan","F",2002,0
"Hei Chan","F",2002,0
"Vincent Conitzer","M",2002,0
"Michael Montemerlo","M",2002,0
"Russell Greiner","M",2002,0
"Omid Madani","M",2002,0
"Haipeng Guo","M",2002,0
"Andrew J. Parkes","M",2002,0
"Pedro Cabalar","M",2002,0
"Alexander Strehl","M",2002,0
"Alan Fern","M",2002,0
"Prem Melville","M",2002,0
"Benjamin Kuipers","M",2002,0
"Darnell J. Moore","M",2002,0
"Hoong Chuin Lau","F",2002,0
"Gunnar W. Klau","M",2002,0
"David Scheidt","M",2002,0
"Henry A. Kautz","M",2002,0
"Tapio Elomaa","M",2002,0
"Todd W. Neller","M",2002,0
"Alfredo Gabaldon","M",2002,0
"Aarati Parmar","F",2002,0
"Carlos Guestrin","M",2002,0
"Brandon C. S. Sanders","M",2002,0
"Matthew McNaughton","M",2002,0
"Jim Blythe","M",2002,0
"Joshua Goodman","M",2002,0
"Andrew Lim","M",2002,0
"Kevin Leyton-Brown","M",2002,0
"Anthony Hunter","M",2002,0
"Kazuhiro Nakadai","M",2002,0
"Nevin Lianwen Zhang","F",2002,0
"Richard E. Korf","M",2002,0
"Mathias Broxvall","M",2002,0
"Tiffany Ya Tang","F",2002,0
"Amir Globerson","M",2002,0
"Paul R. Cohen","M",2002,0
"Luke Hunsberger","M",2002,0
"Moshe Tennenholtz","M",2002,0
"Delbert D. Bailey","M",2002,0
"Chitta Baral","M",2002,0
"Heidi E. Dixon","F",2002,0
"Ugo Dal Lago","M",2002,0
"Relu Patrascu","M",2002,0
"Fahiem Bacchus","M",2002,0
"Daniel M. Reeves","M",2002,0
"Pragnesh Jay Modi","M",2002,0
"Yongmei Liu 0001","F",2002,0
"Andrew Garland","M",2002,0
"Richard Mann","M",2002,0
"Thomas Lin","M",2002,0
"Stephen D. Durbin","M",2002,0
"Stuart Andrews","M",2002,0
"Lalana Kagal","F",2002,0
"Kathy Panton","F",2002,0
"Alexander Kott","M",2002,0
"Patrice Perny","M",2002,0
"Robert Rasch","M",2002,0
"Weili Zhu","M",2002,0
"Dmitry Davidov","M",2002,0
"Gerhard Brewka","M",2002,0
"Andrew Lim","M",2002,0
"Michael McGeachie","M",2002,0
"Robert Mateescu","M",2002,0
"Sven Wachsmuth","M",2002,0
"Leila Kalantari","F",2002,0
"Natalya Fridman Noy","F",2002,0
"David Andre","M",2002,0
"Philip M. Long","M",2002,0
"Tuomas Sandholm","M",2002,0
"Carlos Brito","M",2002,0
"Spiros Kapetanakis","M",2002,0
"John Grant","M",2002,0
"Javier Larrosa","M",2002,0
"Ian Horrocks","M",2002,0
"Ulrich Junker","M",2002,0
"Benjamin B. Perry","M",2002,0
"Mark Hopkins","M",2002,0
"Jérôme Thoméré","M",2002,0
"Randall W. Hill Jr.","M",2002,0
"John W. Lawson","M",2002,0
"Masayuki Numao","M",2002,0
"Hai Fang","M",2002,0
"Trond Grenager","M",2002,0
"Pinata Winoto","M",2002,0
"Laura Firoiu","F",2002,0
"Rune M. Jensen","M",2002,0
"Otto X. Cordero","M",2002,0
"Hugo Liu","M",2002,0
"Svetlana Kiritchenko","F",2002,0
"Alan Fern","M",2002,0
"Jin Tian","M",2002,0
"Masayuki Numao","M",2002,0
"Ahuva Mu'alem","F",2002,0
"Lyndon Drake","M",2002,0
"Toby Walsh","M",2002,0
"Weihong Zhang","M",2002,0
"Craig Boutilier","M",2002,0
"Michael J. Kearns","M",2002,0
"Foster McGeary","M",2002,0
"Murat Deviren","M",2002,0
"Michael Montemerlo","M",2002,0
"Stuart Andrews","M",2002,0
"John Collins","M",2002,0
"Cristina Boicu","F",2002,0
"Thomas Eiter","M",2002,0
"Jeremy Kubica","M",2002,0
"Sharlee Climer","F",2002,0
"Lev Finkelstein","M",2002,0
"Ping Chen","F",2002,0
"Rina Dechter","F",2002,0
"Theodore J. Perkins","M",2002,0
"Wolfram Conen","M",2002,0
"James F. Swafford II","M",2002,0
"James D. Park","M",2002,0
"Craig Boutilier","M",2002,0
"José Luis Ambite","M",2002,0
"Irina Rish","F",2002,0
"Benjamin W. Wah","M",2002,0
"Gal Elidan","M",2002,0
"Michael P. Wellman","M",2002,0
"Zhu Zhang","M",2002,0
"Alex Fabrikant","M",2002,0
"David Vickrey","M",2002,0
"Mala Mehrotra","F",2002,0
"Pascal Poupart","M",2002,0
"Ming-Hsuan Yang 0001","M",2002,0
"Thorsten Bohnenberger","M",2002,0
"Weixiong Zhang","M",2002,0
"Yaxin Liu","F",2002,0
"Jin Tian","M",2002,0
"Holger H. Hoos","M",2002,0
"Gheorghe Tecuci","M",2002,0
"Yat Chiu Law","M",2002,0
"Anup K. Sen","M",2002,0
"Boris Brandherm","M",2002,0
"Adam Milstein","M",2002,0
"Russell Greiner","M",2002,0
"David W. Patterson","M",2002,0
"Sven Koenig","M",2002,0
"Thorsten Schmitt","M",2002,0
"Wei Fan","F",2002,0
"Kenneth D. Forbus","M",2002,0
"Holger H. Hoos","M",2002,0
"Doina Caragea","F",2002,0
"Laurie E. Damianos","F",2002,0
"Thomas T. Tran","M",2002,0
"Anthony Stentz","M",2002,0
"Aaron Khoo","M",2002,0
"Howard E. Shrobe","M",2002,0
"Daniel S. Bernstein","M",2002,0
"Hector Geffner","M",2002,0
"Terran Lane","M",2002,0
"Hai Leong Chieu","M",2002,0
"Rong Zhou 0001","F",2002,0
"Matthias Scheutz","M",2004,0
"Csaba Szepesvári","M",2004,0
"Solange Lemai","F",2004,0
"Anthony Hunter","M",2004,0
"Robert McGrew","M",2004,0
"Kaile Su","F",2004,0
"Hubie Chen","M",2004,0
"Olya Veselova","F",2004,0
"Wei Fan","F",2004,0
"Martin Müller 0003","M",2004,0
"Norm Ferns","M",2004,0
"Ian Davidson","M",2004,0
"Michael L. Littman","M",2004,0
"Monaldo Mastrolilli","M",2004,0
"Ya'akov Gal","M",2004,0
"Oren Etzioni","M",2004,0
"Akihiro Kishimoto","M",2004,0
"Peter Jarvis","M",2004,0
"Bing Liu 0001","F",2004,0
"Udo Hahn","M",2004,0
"Theresa Wilson","F",2004,0
"David C. Parkes","M",2004,0
"Heidi E. Dixon","F",2004,0
"Darsana P. Josyula","F",2004,0
"Enrico Giunchiglia","M",2004,0
"Andrea Giovannucci","F",2004,0
"Meinolf Sellmann","M",2004,0
"Anthony Hunter","M",2004,0
"Lin Liao","F",2004,0
"Brian P. Gerkey","M",2004,0
"Nestor Rychtyckyj","M",2004,0
"Teresa H. Ko","F",2004,0
"Prashant Doshi","M",2004,0
"Udo Hahn","M",2004,0
"Kurt Konolige","M",2004,0
"Xin Li 0018","M",2004,0
"Rafal A. Angryk","M",2004,0
"Patrick Riley","M",2004,0
"Frances L. Johnson","F",2004,0
"Christopher A. Welty","M",2004,0
"James P. Delgrande","M",2004,0
"Dimitris Achlioptas","M",2004,0
"Michael Montemerlo","M",2004,0
"Al Globus","M",2004,0
"Anton Likhodedov","M",2004,0
"Chuong B. Do","M",2004,0
"Chris V. Jones 0001","M",2004,0
"Jamie Lennon","M",2004,0
"Vincent Conitzer","M",2004,0
"Bikramjit Banerjee","M",2004,0
"Andrew J. Davenport","M",2004,0
"Ilya Levner","M",2004,0
"Asaad Hakeem","M",2004,0
"Michael van Lent","M",2004,0
"Pragnesh Jay Modi","M",2004,0
"Joohyung Lee","M",2004,0
"Thomas Wagner","M",2004,0
"Ryan Porter","M",2004,0
"Matthias Scheutz","M",2004,0
"Hung Hai Bui","M",2004,0
"Saul Simhon","M",2004,0
"Craig Boutilier","M",2004,0
"Andrew J. Blumberg","M",2004,0
"Kenneth D. Forbus","M",2004,0
"Rong Zhou 0001","F",2004,0
"Hoong Chuin Lau","F",2004,0
"Amit Ramesh","M",2004,0
"Floris Roelofsen","M",2004,0
"Songhua Xu","F",2004,0
"Wojtek Michalowski","M",2004,0
"Chris Bailey-Kellogg","M",2004,0
"Robert E. Wray","M",2004,0
"Takeshi Mori","M",2004,0
"Amruta Purandare","F",2004,0
"Luz Abril Torres-Méndez","F",2004,0
"Vladimir A. Kulyukin","M",2004,0
"Evan Sultanik","M",2004,0
"William Cheetham","M",2004,0
"Ana-Maria Popescu","F",2004,0
"Esther Lock","F",2004,0
"Dongmo Zhang","M",2004,0
"Rong Zhou 0001","F",2004,0
"Stefano Bistarelli","M",2004,0
"Ted Pedersen","M",2004,0
"Trausti T. Kristjansson","M",2004,0
"Victor W. Marek","M",2004,0
"Tran Cao Son","M",2004,0
"Nic Wilson","M",2004,0
"Marc Spraragen","M",2004,0
"Bart Peintner","M",2004,0
"Artur S. d'Avila Garcez","M",2004,0
"James Bowen","M",2004,0
"Sushil Puradkar","M",2004,0
"Vincent Conitzer","M",2004,0
"Ke Xu","M",2004,0
"Giuseppe Carenini","M",2004,0
"Haiou Shen","M",2004,0
"Wei Wei","F",2004,0
"Alexandre Albore","M",2004,0
"Gerald Fritz","M",2004,0
"Tracy Hammond","F",2004,0
"Russell Bent","M",2004,0
"Ugur Kuter","M",2004,0
"Jason Campbell","M",2004,0
"Rattapoom Tuchinda","M",2004,0
"Håkan L. S. Younes","M",2004,0
"Chen Yu","M",2004,0
"Danny Oh","M",2004,0
"Noemie Elhadad","F",2004,0
"Minqing Hu","F",2004,0
"David B. Christian","M",2004,0
"Robert Sim","M",2004,0
"Francesca Rossi","F",2004,0
"Glenn Taylor","M",2004,0
"Mikhail Bilenko","M",2004,0
"Nate Kohl","M",2004,0
"John F. Santore","M",2004,0
"Karen Zita Haigh","F",2004,0
"Ulrich Junker","M",2004,0
"Håkan L. S. Younes","M",2004,0
"Kian Hsiang Low","M",2004,0
"Aaron Gage","M",2004,0
"Heidi H. T. Yeung","F",2004,0
"Goutam Paul","M",2004,0
"Tom Carchrae","M",2004,0
"Hien Nguyen","M",2004,0
"Carlos Ansótegui","M",2004,0
"Jussi Rintanen","M",2004,0
"Emmanuel Hebrard","M",2004,0
"Kate Larson","F",2004,0
"Heidi H. T. Yeung","F",2004,0
"Sudip Misra","M",2004,0
"Alexander P. Morgan","M",2004,0
"Hai Fang","M",2004,0
"Tristan B. Smith","M",2004,0
"Arnold Binas","M",2004,0
"Karl Schultz","M",2004,0
"Yang Shi","M",2004,0
"Rakesh Gupta","M",2004,0
"Richard E. Korf","M",2004,0
"Nam Tran","M",2004,0
"John Thornton","M",2004,0
"Jin Tian","M",2004,0
"Christopher W. Geib","M",2004,0
"Laura Barbulescu","F",2004,0
"Tye Hooley","M",2004,0
"Brett Browning","M",2004,0
"Charlie Ortiz","M",2004,0
"Marc Esteva","M",2004,0
"Daniel Tran","M",2004,0
"Paul E. Rybski","M",2004,0
"Mausam","M",2004,0
"Pushkin R. Pari","M",2004,0
"Eric A. Hansen","M",2004,0
"Gustave Anderson","M",2004,0
"Andrew Gordon","M",2004,0
"Tim Oates","M",2004,0
"Brian Magerko","M",2004,0
"Jesse A. Reichler","M",2004,0
"Smaranda Muresan","F",2004,0
"Thomas Andreas Meyer","M",2004,0
"Zhihua Zhang","M",2004,0
"Jie Yin","F",2004,0
"Darius Braziunas","M",2004,0
"Lin Yuan","F",2004,0
"Bistra N. Dilkina","F",2004,0
"Franz Pernkopf","M",2004,0
"Vincent Vidal","M",2004,0
"Michelle X. Zhou","F",2004,0
"Ariel Felner","M",2004,0
"Amruta Purandare","F",2004,0
"Shimon Whiteson","M",2004,0
"Sugato Basu","M",2004,0
"Sabyasachi Saha","M",2004,0
"Jafar Adibi","M",2004,0
"Avi Pfeffer","M",2004,0
"Jeremy Frank","M",2004,0
"Giuseppe De Giacomo","M",2004,0
"James Fan","M",2004,0
"Austin Tate","M",2004,0
"Parag Singla","M",2005,0
"Asaad Hakeem","M",2005,0
"Gustave Anderson","M",2005,0
"Jennifer Neville","F",2005,0
"Martin Caminada","M",2005,0
"Bikramjit Banerjee","M",2005,0
"Alexandra M. Coddington","F",2005,0
"Weiyu Zhu","F",2005,0
"Muhammed Basharu","M",2005,0
"Akinori Fujino","M",2005,0
"Peng Zhang","M",2005,0
"Robert J. Sárfi","M",2005,0
"Maxim Peysakhov","M",2005,0
"Rong Zhou 0001","F",2005,0
"Bhaskara Marthi","M",2005,0
"Dmitri A. Dolgov","M",2005,0
"Mark James Carman","M",2005,0
"Lars Blackmore","M",2005,0
"Nathan R. Sturtevant","M",2005,0
"Robert St. Amant","M",2005,0
"Steven David Prestwich","M",2005,0
"Ellen Riloff","F",2005,0
"Tad Hogg","M",2005,0
"Jinbo Huang","M",2005,0
"Paul Y. Oh","M",2005,0
"Vincent Conitzer","M",2005,0
"Douglas S. Blank","M",2005,0
"Alan Davidson","M",2005,0
"Yi Liu","F",2005,0
"Lucian Vlad Lita","M",2005,0
"Iain Little","M",2005,0
"Prashant Doshi","M",2005,0
"Stuart C. Shapiro","M",2005,0
"Thanh Phong Pham","F",2005,0
"Jin Tian","M",2005,0
"Sang Min Oh","M",2005,0
"Monica H. Ou","F",2005,0
"Sung Wook Yoon","M",2005,0
"Wei Li 0010","F",2005,0
"Glenn S. Semmel","M",2005,0
"Kevin McCarthy","M",2005,0
"Michael P. O'Mahony","M",2005,0
"Noa Agmon","F",2005,0
"Matthew E. Gaston","M",2005,0
"German Florez-Larrahondo","M",2005,0
"Richard E. Korf","M",2005,0
"Wenhui Liao","F",2005,0
"Margaret Manella Kozak","F",2005,0
"Yohei Murakami","M",2005,0
"Magdalena D. Bugajska","F",2005,0
"Frances L. Johnson","F",2005,0
"Edith Hemaspaandra","F",2005,0
"Tian Sang","M",2005,0
"Andy Hon Wai Chun","M",2005,0
"Biplav Srivastava","M",2005,0
"Cornelia Caragea","F",2005,0
"Vincent Ng","M",2005,0
"Ellen Campana","F",2005,0
"Vadim Bulitko","M",2005,0
"Mykel J. Kochenderfer","M",2005,0
"Timothy W. Finin","M",2005,0
"Kewen Wang","M",2005,0
"Stephen M. Majercik","M",2005,0
"Axel Rottmann","M",2005,0
"Biplav Srivastava","M",2005,0
"Yee Seng Chan","F",2005,0
"Cynthia Matuszek","F",2005,0
"Will Fitzgerald","M",2005,0
"Matthias Scheutz","M",2005,0
"Sylvie Coste-Marquis","F",2005,0
"Xiaoyong Chai","M",2005,0
"Danny Wyatt","M",2005,0
"Luc De Raedt","M",2005,0
"Ion Constantinescu","M",2005,0
"Michael H. Coen","M",2005,0
"Philippe Besnard","M",2005,0
"Rahul Biswas","M",2005,0
"Maria Fox","F",2005,0
"Elizabeth Sugar Boese","F",2005,0
"Snehal Thakkar","F",2005,0
"Ronen I. Brafman","M",2005,0
"Patrik Haslum","M",2005,0
"Ashish Sabharwal","M",2005,0
"Gang Xiao","M",2005,0
"Jingfeng Cai","M",2005,0
"Blai Bonet","M",2005,0
"Jie Yin","F",2005,0
"Rudolph Triebel","M",2005,0
"Thomas Léauté","M",2005,0
"Nathan Schurr","M",2005,0
"David Sarne","M",2005,0
"Jiangbo Dang","M",2005,0
"Rémi Munos","M",2005,0
"Neil Yorke-Smith","M",2005,0
"Yan Zhang 0003","M",2005,0
"Joseph Kopena","M",2005,0
"Thomas Andreas Meyer","M",2005,0
"Yuhong Guo","F",2005,0
"Fan Li","F",2005,0
"David Sarne","M",2005,0
"Matthew E. Taylor","M",2005,0
"Ranjit Nair","M",2005,0
"Deepak Ramachandran","M",2005,0
"Kaile Su","F",2005,0
"Marco Ernandes","M",2005,0
"Octavian Udrea","M",2005,0
"Sridhar Mahadevan","M",2005,0
"Takayuki Ito","M",2005,0
"Jure Leskovec","M",2005,0
"Peter B. Andrews","M",2005,0
"Thomas Dean","M",2005,0
"Nishkam Ravi","M",2005,0
"Cristina Boicu","F",2005,0
"Anton Likhodedov","M",2005,0
"Philip Kilby","M",2005,0
"Haifeng Li","M",2005,0
"Akihiro Kishimoto","M",2005,0
"Lucas Bordeaux","M",2005,0
"Wolfgang Ketter","M",2005,0
"Özlem Uzuner","F",2005,0
"Gerhard Brewka","M",2005,0
"Mohan Sridharan","M",2005,0
"Evan Sultanik","M",2005,0
"Robert Avanzato","M",2005,0
"Rada Mihalcea","F",2005,0
"Samuel Ieong","M",2005,0
"Thomas Eiter","M",2005,0
"Alexander Stoytchev","M",2005,0
"Stefan Edelkamp","M",2005,0
"Marc J. V. Ponsen","M",2005,0
"Michael P. Wellman","M",2005,0
"Marjorie Skubic","F",2005,0
"Mehran Asadi","M",2005,0
"George Katsirelos","M",2005,0
"Siddharth Patwardhan","M",2005,0
"Trey Smith","M",2005,0
"Geoffrey Peters","M",2005,0
"Esra Erdem","F",2005,0
"Richard C. Simpson","M",2005,0
"Jeffrey Johns","M",2005,0
"Talal Rahwan","M",2005,0
"Michael H. Bowling","M",2005,0
"Lihong Li","F",2005,0
"Diego Calvanese","M",2005,0
"Ani Nenkova","F",2005,0
"Xiaocong Fan","M",2005,0
"Andrew Gilpin","M",2005,0
"David Lee","M",2005,0
"Lin Zhu","F",2005,0
"Marie desJardins","F",2005,0
"Özgür Simsek","M",2005,0
"Andrea Acciarri","F",2005,0
"Jiaying Shen","F",2005,0
"Michael D. Moffitt","M",2005,0
"Esra Erdem","F",2005,0
"Rémi Munos","M",2005,0
"Vincent A. Cicirello","M",2005,0
"Carl F. DiSalvo","M",2005,0
"Anna Yershova","F",2005,0
"Christoph Benzmüller","M",2005,0
"Michael G. Ross","M",2005,0
"Vikas Agarwal","M",2005,0
"Charles Rich","M",2005,0
"David Hanson","M",2005,0
"Mary Koes","F",2005,0
"Benjamin Kuipers","M",2005,0
"Bart Peintner","M",2005,0
"Sebastian Padó","M",2005,0
"Alexander A. Sherstov","M",2005,0
"Rong Pan","F",2005,0
"Anton Riabov","M",2005,0
"Arnav Jhala","M",2005,0
"Emmanuel Hebrard","M",2005,0
"Aron Culotta","M",2005,0
"Daniel T. Halstead","M",2005,0
"Haixia Jia","F",2005,0
"William Pentney","M",2005,0
"Suju Rajan","M",2005,0
"Michael T. Rosenstein","M",2005,0
"Julie Thornton","F",2005,0
"Bryan Pardo","M",2005,0
"Li Ding","F",2005,0
"Warren Shen","M",2005,0
"Laxmi Parida","F",2005,0
"Vincent Conitzer","M",2005,0
"Holly A. Yanco","F",2005,0
"Debra T. Burhans","F",2005,0
"Simone Stumpf","F",2005,0
"Praveen K. Paritosh","M",2005,0
"Jim Blythe","M",2005,0
"Laura E. Brown","F",2005,0
"Linli Xu","F",2005,0
"Steven Jensen","M",2005,0
"Scott Alexander","M",2005,0
"Ljupco Todorovski","M",2005,0
"Mathias Broxvall","M",2005,0
"Kenil C. K. Cheng","M",2005,0
"Gerald Tesauro","M",2005,0
"Matthew Marge","M",2005,0
"Sandip Sen","M",2005,0
"Ani Nenkova","F",2005,0
"Tran Cao Son","M",2005,0
"Jeremy Searock","M",2005,0
"Paul S. Cerkez","M",2005,0
"Virginia Savova","F",2005,0
"Antonis Bikakis","M",2005,0
"Blake Shepard","M",2005,0
"Finnegan Southey","M",2005,0
"Meirav Hadad","F",2005,0
"Alexander Felfernig","M",2005,0
"Eric Beaudry","M",2005,0
"William Cushing","M",2005,0
"David S. Touretzky","M",2005,0
"Håkan L. S. Younes","M",2005,0
"Rodrigo de Salvo Braz","M",2005,0
"Stefan Schlobach","M",2005,0
"Alina Beygelzimer","F",2005,0
"Brett Poulin","M",2005,0
"Thomas Briggs","M",2005,0
"Ted Pedersen","M",2005,0
"Harry Zhang","M",2005,0
"Jiang Su","M",2005,0
"Karthik Gopalratnam","M",2005,0
